symbol,timeframe,strategy,category,total_trades,win_rate,total_return_pct,max_drawdown_pct,profit_factor,sharpe_ratio,expectancy_pips,composite_score
AUDUSD,H4,VolatilityBreakoutStrategy,breakout,111,63.96,167.78,3.03,3.68,9.85,39.22,81.95
AUDUSD,H4,MomentumBurstStrategy,breakout,163,47.24,88.81,9.0,1.73,4.12,24.83,62.27
AUDUSD,H4,SqueezeBreakoutStrategy,breakout,101,35.64,4.83,14.38,1.08,0.55,1.18,23.72
AUDUSD,H4,KeltnerBreakoutStrategy,breakout,170,53.53,164.24,7.94,2.27,6.11,24.71,77.57
AUDUSD,H4,PivotBreakoutStrategy,breakout,379,60.69,827.27,6.92,2.42,5.75,26.67,78.94
AUDUSD,D1,HullMATrendStrategy,trend,20,55.0,8.58,2.0,1.88,4.8,64.59,60.59
AUDUSD,D1,RSIExtremesStrategy,mr,25,52.0,3.76,3.98,1.3,2.02,17.71,45.7
AUDUSD,D1,BollingerBounceStrategy,mr,27,44.44,5.71,4.33,1.39,2.5,13.8,46.84
AUDUSD,D1,ZScoreMRStrategy,mr,26,57.69,9.9,3.68,1.89,5.01,34.44,60.12
AUDUSD,D1,StochasticReversalStrategy,mr,45,44.44,8.97,2.99,1.34,2.26,18.43,47.56
AUDUSD,D1,CCIReversalStrategy,mr,36,58.33,14.42,3.0,1.94,5.22,35.17,62.44
AUDUSD,D1,WilliamsRStrategy,mr,44,63.64,21.43,2.7,2.22,6.36,40.6,66.92
AUDUSD,D1,MomentumBurstStrategy,breakout,24,45.83,7.81,5.88,1.61,3.57,25.6,51.32
AUDUSD,D1,PivotBreakoutStrategy,breakout,42,54.76,18.7,3.0,1.89,4.94,42.6,63.01
EURUSD,M30,EMACrossoverStrategy,trend,856,50.7,543.32,12.07,1.34,2.06,6.08,58.9
EURUSD,M30,SupertrendStrategy,trend,140,82.86,627.73,2.19,7.95,14.39,25.49,93.33
EURUSD,M30,MACDTrendStrategy,trend,1109,50.59,1054.91,16.63,1.35,1.99,7.16,60.28
EURUSD,M30,ADXTrendStrategy,trend,820,41.71,396.74,18.8,1.22,1.39,5.88,54.62
EURUSD,M30,IchimokuStrategy,trend,476,39.71,-4.16,24.28,0.99,-0.1,1.52,19.65
EURUSD,M30,HullMATrendStrategy,trend,969,46.13,795.21,11.46,1.38,2.09,7.01,59.8
EURUSD,M30,RSIExtremesStrategy,mr,1506,56.18,4915.68,13.45,1.49,2.24,5.88,60.37
EURUSD,M30,BollingerBounceStrategy,mr,1856,48.87,8883.92,15.4,1.47,1.93,5.33,57.3
EURUSD,M30,ZScoreMRStrategy,mr,1673,55.17,5265.33,15.46,1.39,2.01,5.51,58.64
EURUSD,M30,StochasticReversalStrategy,mr,2133,40.98,110.16,45.36,1.04,0.33,2.17,16.34
EURUSD,M30,CCIReversalStrategy,mr,1888,53.87,4995.51,14.65,1.38,1.85,4.96,57.03
EURUSD,M30,WilliamsRStrategy,mr,2433,55.86,30016.32,15.27,1.53,2.42,5.79,60.91
EURUSD,M30,DonchianBreakoutStrategy,breakout,1173,51.07,25003.9,17.25,1.94,3.21,12.97,70.15
EURUSD,M30,VolatilityBreakoutStrategy,breakout,1253,71.91,123214.99,5.09,4.69,9.44,17.51,85.17
EURUSD,M30,MomentumBurstStrategy,breakout,352,52.27,554.58,6.12,2.11,4.95,18.48,76.88
EURUSD,M30,SqueezeBreakoutStrategy,breakout,671,39.64,157.74,11.79,1.23,1.47,4.92,46.56
EURUSD,M30,KeltnerBreakoutStrategy,breakout,1454,54.54,56021.82,9.41,2.22,4.38,10.46,75.41
EURUSD,M30,PivotBreakoutStrategy,breakout,2328,58.89,120592.87,7.82,2.3,5.11,10.49,78.43
EURUSD,H1,EMACrossoverStrategy,trend,454,47.8,105.53,15.18,1.29,1.95,5.19,43.59
EURUSD,H1,SupertrendStrategy,trend,88,93.18,362.67,1.08,22.32,24.22,40.39,98.98
EURUSD,H1,MACDTrendStrategy,trend,726,51.24,486.31,14.38,1.43,2.44,8.32,63.88
EURUSD,H1,ADXTrendStrategy,trend,512,45.12,397.19,11.06,1.5,2.79,9.72,66.46
EURUSD,H1,IchimokuStrategy,trend,262,42.37,22.05,16.73,1.14,1.01,1.88,28.52
EURUSD,H1,HullMATrendStrategy,trend,607,44.81,227.9,15.69,1.31,1.92,6.24,52.23
EURUSD,H1,RSIExtremesStrategy,mr,873,58.08,1359.36,12.14,1.65,3.27,8.18,68.1
EURUSD,H1,BollingerBounceStrategy,mr,997,49.35,1357.04,13.14,1.5,2.49,7.74,63.05
EURUSD,H1,ZScoreMRStrategy,mr,906,56.73,1170.19,9.35,1.46,2.53,8.14,64.82
EURUSD,H1,StochasticReversalStrategy,mr,1251,44.2,434.11,17.28,1.21,1.33,4.62,52.87
EURUSD,H1,CCIReversalStrategy,mr,1059,57.41,2248.8,10.86,1.66,3.01,8.13,67.02
EURUSD,H1,WilliamsRStrategy,mr,1387,57.61,6176.08,11.22,1.55,2.44,8.2,64.9
EURUSD,H1,DonchianBreakoutStrategy,breakout,692,54.77,6276.73,7.88,2.28,4.18,18.85,74.85
EURUSD,H1,VolatilityBreakoutStrategy,breakout,798,75.06,86807.89,3.17,5.29,9.45,26.03,86.84
EURUSD,H1,MomentumBurstStrategy,breakout,367,51.5,556.5,6.16,2.16,5.13,19.66,77.04
EURUSD,H1,SqueezeBreakoutStrategy,breakout,387,42.12,142.54,11.65,1.36,2.25,7.82,53.18
EURUSD,H1,KeltnerBreakoutStrategy,breakout,853,58.5,29036.48,8.3,2.5,4.55,16.27,77.17
EURUSD,H1,PivotBreakoutStrategy,breakout,1392,63.58,88159.95,6.03,2.67,5.68,16.41,79.88
EURUSD,H4,EMACrossoverStrategy,trend,116,44.83,11.55,7.71,1.17,1.2,9.27,40.9
EURUSD,H4,MACDTrendStrategy,trend,167,44.91,18.67,15.18,1.17,1.24,10.51,41.88
EURUSD,H4,ADXTrendStrategy,trend,109,43.12,34.11,8.26,1.43,2.71,22.45,50.28
EURUSD,H4,IchimokuStrategy,trend,62,51.61,20.99,5.89,1.62,3.76,26.28,55.12
EURUSD,H4,HullMATrendStrategy,trend,161,44.72,40.92,9.96,1.38,2.45,16.87,49.47
EURUSD,H4,RSIExtremesStrategy,mr,209,55.5,76.03,11.77,1.53,3.29,15.87,56.74
EURUSD,H4,BollingerBounceStrategy,mr,203,49.75,84.25,8.27,1.54,3.31,18.02,59.69
EURUSD,H4,ZScoreMRStrategy,mr,195,56.41,76.75,5.7,1.62,3.78,15.01,65.81
EURUSD,H4,StochasticReversalStrategy,mr,339,43.36,55.85,11.2,1.22,1.51,7.88,43.29
EURUSD,H4,CCIReversalStrategy,mr,283,60.78,204.96,5.97,2.01,5.24,19.22,78.14
EURUSD,H4,WilliamsRStrategy,mr,334,60.18,255.66,6.47,1.9,4.84,19.83,77.26
EURUSD,H4,DonchianBreakoutStrategy,breakout,144,54.86,141.36,4.98,2.36,6.44,40.37,77.95
EURUSD,H4,VolatilityBreakoutStrategy,breakout,162,71.6,504.03,5.09,4.56,10.79,54.33,84.86
EURUSD,H4,MomentumBurstStrategy,breakout,169,46.15,84.13,7.92,1.67,3.85,25.91,61.78
EURUSD,H4,SqueezeBreakoutStrategy,breakout,108,37.04,9.92,9.3,1.13,0.94,7.94,36.29
EURUSD,H4,KeltnerBreakoutStrategy,breakout,207,57.49,320.94,5.0,2.47,6.58,35.31,78.56
EURUSD,H4,PivotBreakoutStrategy,breakout,393,55.73,514.38,11.37,1.93,4.67,24.31,76.04
EURUSD,D1,MACDTrendStrategy,trend,24,70.83,18.36,1.01,3.32,9.72,98.77,80.44
EURUSD,D1,HullMATrendStrategy,trend,21,52.38,9.34,2.0,1.89,4.94,64.54,61.09
EURUSD,D1,RSIExtremesStrategy,mr,34,55.88,10.35,2.99,1.67,4.08,22.39,56.9
EURUSD,D1,BollingerBounceStrategy,mr,30,46.67,5.91,4.07,1.36,2.34,12.22,46.67
EURUSD,D1,ZScoreMRStrategy,mr,25,48.0,2.7,5.01,1.21,1.48,-1.99,24.6
EURUSD,D1,StochasticReversalStrategy,mr,43,41.86,3.26,5.64,1.13,0.91,5.75,33.13
EURUSD,D1,CCIReversalStrategy,mr,40,55.0,10.05,3.75,1.54,3.37,17.1,53.19
EURUSD,D1,WilliamsRStrategy,mr,43,60.47,18.6,3.97,2.01,5.6,31.09,62.78
EURUSD,D1,DonchianBreakoutStrategy,breakout,20,40.0,2.43,4.97,1.2,1.38,22.21,40.96
EURUSD,D1,MomentumBurstStrategy,breakout,23,43.48,6.09,7.77,1.45,2.79,60.04,47.31
EURUSD,D1,PivotBreakoutStrategy,breakout,45,62.22,31.46,2.99,2.61,7.55,66.33,70.07
GBPUSD,M30,EMACrossoverStrategy,trend,872,48.51,354.87,14.63,1.37,2.19,6.64,59.94
GBPUSD,M30,SupertrendStrategy,trend,130,93.08,851.69,1.05,27.26,19.8,37.92,98.96
GBPUSD,M30,MACDTrendStrategy,trend,1094,51.55,1503.29,14.03,1.41,2.2,10.1,65.55
GBPUSD,M30,ADXTrendStrategy,trend,773,42.82,545.46,12.89,1.47,2.55,7.77,62.27
GBPUSD,M30,IchimokuStrategy,trend,463,41.04,18.27,25.93,1.07,0.5,3.47,21.1
GBPUSD,M30,HullMATrendStrategy,trend,1001,46.25,971.27,18.17,1.33,1.93,9.51,62.9
GBPUSD,M30,RSIExtremesStrategy,mr,1499,57.44,7919.54,17.9,1.55,2.36,8.09,64.42
GBPUSD,M30,BollingerBounceStrategy,mr,1827,49.04,10886.87,16.62,1.39,1.74,7.06,59.08
GBPUSD,M30,ZScoreMRStrategy,mr,1715,56.27,9495.8,11.4,1.6,2.5,6.65,62.69
GBPUSD,M30,StochasticReversalStrategy,mr,2158,44.44,1860.4,25.19,1.22,1.26,4.55,39.43
GBPUSD,M30,CCIReversalStrategy,mr,1963,57.77,32452.43,10.17,1.61,2.51,8.66,65.98
GBPUSD,M30,WilliamsRStrategy,mr,2524,58.24,67803.64,7.94,1.77,3.27,8.56,68.94
GBPUSD,M30,DonchianBreakoutStrategy,breakout,1150,51.74,30828.85,7.51,2.19,3.44,16.79,71.57
GBPUSD,M30,VolatilityBreakoutStrategy,breakout,1188,74.41,163206.96,4.14,5.69,10.34,24.73,87.54
GBPUSD,M30,MomentumBurstStrategy,breakout,401,51.12,654.1,9.0,2.02,4.61,24.49,75.32
GBPUSD,M30,SqueezeBreakoutStrategy,breakout,677,37.67,87.65,15.5,1.15,1.04,4.83,36.71
GBPUSD,M30,KeltnerBreakoutStrategy,breakout,1424,52.88,53218.36,11.66,2.17,3.95,12.55,73.52
GBPUSD,M30,PivotBreakoutStrategy,breakout,2410,61.58,193461.95,6.44,2.49,5.7,14.8,79.22
GBPUSD,H1,EMACrossoverStrategy,trend,464,50.65,196.56,17.76,1.46,2.76,10.69,58.59
GBPUSD,H1,SupertrendStrategy,trend,98,94.9,482.67,1.07,36.79,25.13,51.73,99.23
GBPUSD,H1,MACDTrendStrategy,trend,683,49.78,333.51,14.59,1.44,2.6,8.96,65.22
GBPUSD,H1,ADXTrendStrategy,trend,501,43.91,308.11,15.56,1.51,2.84,10.16,66.69
GBPUSD,H1,IchimokuStrategy,trend,253,44.27,38.0,12.91,1.21,1.48,10.22,44.43
GBPUSD,H1,HullMATrendStrategy,trend,610,47.38,429.21,18.6,1.51,2.83,12.71,67.38
GBPUSD,H1,RSIExtremesStrategy,mr,888,60.92,2936.06,9.7,1.96,3.95,12.69,74.31
GBPUSD,H1,BollingerBounceStrategy,mr,968,52.69,3437.88,11.5,1.75,3.12,12.1,69.69
GBPUSD,H1,ZScoreMRStrategy,mr,906,60.93,3252.42,8.14,1.91,3.73,12.88,73.42
GBPUSD,H1,StochasticReversalStrategy,mr,1245,44.82,627.85,19.61,1.24,1.47,6.64,56.56
GBPUSD,H1,CCIReversalStrategy,mr,1093,59.65,4952.75,9.34,1.79,3.26,12.55,71.31
GBPUSD,H1,WilliamsRStrategy,mr,1418,59.87,16354.76,15.75,1.75,2.98,12.71,70.27
GBPUSD,H1,DonchianBreakoutStrategy,breakout,665,55.19,6153.08,8.11,2.44,4.58,26.48,76.66
GBPUSD,H1,VolatilityBreakoutStrategy,breakout,769,73.73,96939.75,5.4,5.53,9.09,33.45,87.12
GBPUSD,H1,MomentumBurstStrategy,breakout,403,49.88,564.7,7.85,1.96,4.53,24.81,74.72
GBPUSD,H1,SqueezeBreakoutStrategy,breakout,408,40.93,121.0,11.09,1.35,2.22,9.74,54.43
GBPUSD,H1,KeltnerBreakoutStrategy,breakout,825,57.21,25420.81,8.2,2.64,4.31,20.28,76.4
GBPUSD,H1,PivotBreakoutStrategy,breakout,1382,64.04,111606.49,9.32,2.72,5.74,21.62,80.05
GBPUSD,H4,EMACrossoverStrategy,trend,106,51.89,32.87,6.0,1.53,3.34,26.06,55.39
GBPUSD,H4,SupertrendStrategy,trend,20,85.0,35.53,1.02,11.09,22.49,101.77,97.75
GBPUSD,H4,MACDTrendStrategy,trend,174,55.75,89.97,4.52,1.82,4.63,36.53,75.59
GBPUSD,H4,ADXTrendStrategy,trend,109,32.11,-7.67,22.8,0.9,-0.78,3.93,19.38
GBPUSD,H4,IchimokuStrategy,trend,57,49.12,16.01,6.51,1.47,3.02,33.86,50.7
GBPUSD,H4,HullMATrendStrategy,trend,159,49.69,71.05,9.93,1.59,3.53,35.14,57.54
GBPUSD,H4,RSIExtremesStrategy,mr,201,59.7,111.48,10.39,1.8,4.57,26.89,66.75
GBPUSD,H4,BollingerBounceStrategy,mr,209,52.63,118.21,9.59,1.74,4.18,27.12,65.77
GBPUSD,H4,ZScoreMRStrategy,mr,205,56.1,80.89,7.95,1.61,3.72,21.02,62.24
GBPUSD,H4,StochasticReversalStrategy,mr,336,45.54,88.23,12.44,1.31,2.06,13.71,51.04
GBPUSD,H4,CCIReversalStrategy,mr,298,58.39,174.4,12.36,1.68,3.91,23.47,67.34
GBPUSD,H4,WilliamsRStrategy,mr,333,61.86,305.4,6.01,1.92,4.82,27.74,77.48
GBPUSD,H4,DonchianBreakoutStrategy,breakout,151,53.64,143.91,4.09,2.21,5.92,56.55,77.47
GBPUSD,H4,VolatilityBreakoutStrategy,breakout,144,70.83,385.68,4.07,5.16,11.73,71.55,85.94
GBPUSD,H4,MomentumBurstStrategy,breakout,163,50.31,117.57,5.93,1.97,5.03,46.45,76.31
GBPUSD,H4,SqueezeBreakoutStrategy,breakout,92,40.22,19.62,7.96,1.32,2.06,28.43,45.64
GBPUSD,H4,KeltnerBreakoutStrategy,breakout,168,57.74,221.99,4.95,2.62,7.15,48.94,78.9
GBPUSD,H4,PivotBreakoutStrategy,breakout,387,60.72,899.26,6.9,2.53,6.1,40.75,79.17
GBPUSD,D1,MACDTrendStrategy,trend,21,52.38,6.44,2.98,1.62,3.81,41.1,54.01
GBPUSD,D1,HullMATrendStrategy,trend,22,54.55,11.27,2.99,2.04,5.56,111.57,61.03
GBPUSD,D1,RSIExtremesStrategy,mr,26,46.15,1.69,2.99,1.12,0.89,4.63,31.99
GBPUSD,D1,BollingerBounceStrategy,mr,21,47.62,5.52,2.73,1.48,3.05,38.46,50.16
GBPUSD,D1,ZScoreMRStrategy,mr,25,64.0,12.76,2.0,2.3,6.76,69.1,65.58
GBPUSD,D1,StochasticReversalStrategy,mr,41,41.46,4.79,5.28,1.2,1.37,18.42,41.56
GBPUSD,D1,CCIReversalStrategy,mr,38,52.63,9.2,4.04,1.51,3.26,31.04,51.98
GBPUSD,D1,WilliamsRStrategy,mr,39,46.15,3.18,4.04,1.15,1.12,7.47,37.36
GBPUSD,D1,DonchianBreakoutStrategy,breakout,21,47.62,7.7,3.95,1.69,3.95,63.51,53.72
GBPUSD,D1,PivotBreakoutStrategy,breakout,42,66.67,36.75,2.98,3.37,9.82,92.16,74.07
NZDUSD,M30,EMACrossoverStrategy,trend,931,46.51,177.45,23.29,1.21,1.37,3.58,35.48
NZDUSD,M30,SupertrendStrategy,trend,134,73.88,360.93,2.27,5.23,12.16,17.38,86.54
NZDUSD,M30,MACDTrendStrategy,trend,1313,45.85,252.7,26.11,1.15,1.03,3.59,30.05
NZDUSD,M30,ADXTrendStrategy,trend,868,35.6,8.82,38.74,1.01,0.09,2.59,14.36
NZDUSD,M30,IchimokuStrategy,trend,490,40.61,6.33,29.82,1.02,0.16,1.55,17.54
NZDUSD,M30,HullMATrendStrategy,trend,1259,42.81,390.25,23.36,1.16,1.06,4.16,42.85
NZDUSD,M30,RSIExtremesStrategy,mr,1638,52.75,1529.3,33.66,1.21,1.26,3.78,31.59
NZDUSD,M30,BollingerBounceStrategy,mr,1835,46.98,2935.74,27.79,1.2,1.08,3.92,38.5
NZDUSD,M30,ZScoreMRStrategy,mr,1680,51.07,816.08,26.57,1.18,1.16,3.17,38.3
NZDUSD,M30,StochasticReversalStrategy,mr,2656,38.52,-64.73,78.55,0.96,-0.3,0.82,11.51
NZDUSD,M30,CCIReversalStrategy,mr,2243,52.74,4592.45,30.06,1.22,1.28,3.59,31.47
NZDUSD,M30,WilliamsRStrategy,mr,2800,54.5,25688.99,13.65,1.37,1.89,4.18,56.08
NZDUSD,M30,DonchianBreakoutStrategy,breakout,1216,47.04,7497.65,16.17,1.73,2.69,8.38,64.84
NZDUSD,M30,VolatilityBreakoutStrategy,breakout,1016,68.6,71976.7,4.11,4.23,8.49,14.62,83.75
NZDUSD,M30,MomentumBurstStrategy,breakout,675,48.59,1522.47,9.87,1.85,3.69,10.94,71.31
NZDUSD,M30,SqueezeBreakoutStrategy,breakout,771,34.89,-3.56,35.14,0.99,-0.06,1.17,12.48
NZDUSD,M30,KeltnerBreakoutStrategy,breakout,1411,51.24,31180.33,9.05,1.84,3.34,7.64,66.9
NZDUSD,M30,PivotBreakoutStrategy,breakout,2749,55.37,97234.05,8.49,1.91,4.14,7.02,69.58
NZDUSD,H1,EMACrossoverStrategy,trend,458,47.82,107.36,10.57,1.27,1.81,6.15,47.7
NZDUSD,H1,SupertrendStrategy,trend,50,90.0,127.68,2.06,16.82,26.22,35.44,98.5
NZDUSD,H1,MACDTrendStrategy,trend,670,50.6,352.84,9.47,1.48,2.74,7.37,63.53
NZDUSD,H1,ADXTrendStrategy,trend,430,38.37,60.2,15.67,1.16,1.11,4.28,34.44
NZDUSD,H1,IchimokuStrategy,trend,250,40.0,1.05,16.6,1.01,0.05,0.38,20.97
NZDUSD,H1,HullMATrendStrategy,trend,637,43.17,159.96,13.12,1.24,1.56,5.81,47.58
NZDUSD,H1,RSIExtremesStrategy,mr,814,53.56,419.04,12.46,1.32,1.99,5.57,58.28
NZDUSD,H1,BollingerBounceStrategy,mr,902,49.67,1086.85,13.15,1.43,2.29,6.88,60.95
NZDUSD,H1,ZScoreMRStrategy,mr,841,53.15,410.9,12.56,1.32,1.98,5.53,58.12
NZDUSD,H1,StochasticReversalStrategy,mr,1354,41.43,114.04,49.09,1.06,0.45,2.57,16.96
NZDUSD,H1,CCIReversalStrategy,mr,1181,53.51,995.61,15.64,1.3,1.74,5.49,57.22
NZDUSD,H1,WilliamsRStrategy,mr,1368,55.41,2768.31,10.46,1.35,1.84,6.27,59.13
NZDUSD,H1,DonchianBreakoutStrategy,breakout,649,50.23,1952.56,7.22,2.11,4.25,13.42,74.08
NZDUSD,H1,VolatilityBreakoutStrategy,breakout,513,68.62,17129.39,5.03,4.09,6.29,21.17,83.47
NZDUSD,H1,MomentumBurstStrategy,breakout,564,47.16,738.22,11.46,1.91,4.19,11.36,73.0
NZDUSD,H1,SqueezeBreakoutStrategy,breakout,382,35.86,15.38,24.22,1.06,0.45,2.1,22.53
NZDUSD,H1,KeltnerBreakoutStrategy,breakout,731,52.8,4787.64,5.59,2.21,4.12,11.42,74.2
NZDUSD,H1,PivotBreakoutStrategy,breakout,1439,56.5,38520.61,6.9,1.96,3.58,10.39,72.32
NZDUSD,H4,EMACrossoverStrategy,trend,110,54.55,45.6,3.7,1.8,4.63,17.62,67.79
NZDUSD,H4,MACDTrendStrategy,trend,165,42.42,6.72,8.72,1.07,0.49,2.56,27.01
NZDUSD,H4,ADXTrendStrategy,trend,92,38.04,11.33,6.96,1.18,1.27,8.58,39.24
NZDUSD,H4,IchimokuStrategy,trend,56,51.79,20.09,6.17,1.66,3.99,32.47,55.74
NZDUSD,H4,HullMATrendStrategy,trend,173,43.93,38.39,12.63,1.34,2.24,8.87,45.76
NZDUSD,H4,RSIExtremesStrategy,mr,204,58.82,102.45,6.88,1.77,4.46,15.14,70.33
NZDUSD,H4,BollingerBounceStrategy,mr,187,50.8,84.42,7.33,1.63,3.72,15.33,62.83
NZDUSD,H4,ZScoreMRStrategy,mr,193,58.03,88.6,6.96,1.72,4.25,14.91,67.2
NZDUSD,H4,StochasticReversalStrategy,mr,336,43.45,56.22,10.22,1.22,1.49,6.29,41.36
NZDUSD,H4,CCIReversalStrategy,mr,289,56.4,132.4,6.17,1.58,3.52,13.76,71.33
NZDUSD,H4,WilliamsRStrategy,mr,351,60.4,287.58,5.71,1.81,4.41,17.93,75.57
NZDUSD,H4,DonchianBreakoutStrategy,breakout,150,48.0,85.65,10.71,1.79,4.41,25.64,61.67
NZDUSD,H4,VolatilityBreakoutStrategy,breakout,109,68.81,207.54,2.12,4.41,11.17,43.04,84.14
NZDUSD,H4,MomentumBurstStrategy,breakout,165,44.85,68.08,6.33,1.57,3.38,18.08,59.84
NZDUSD,H4,SqueezeBreakoutStrategy,breakout,100,36.0,5.77,7.01,1.09,0.62,7.02,33.29
NZDUSD,H4,KeltnerBreakoutStrategy,breakout,164,51.83,135.84,6.02,2.03,5.31,23.53,76.83
NZDUSD,H4,PivotBreakoutStrategy,breakout,359,57.1,487.23,7.85,2.19,5.52,21.83,77.94
NZDUSD,D1,MACDTrendStrategy,trend,21,42.86,2.17,4.93,1.19,1.34,19.91,41.18
NZDUSD,D1,HullMATrendStrategy,trend,24,25.0,-6.66,6.6,0.6,-3.86,-23.82,-26.79
NZDUSD,D1,RSIExtremesStrategy,mr,32,46.88,3.49,3.79,1.2,1.44,14.55,42.64
NZDUSD,D1,BollingerBounceStrategy,mr,20,50.0,7.43,3.13,1.74,4.24,38.46,55.64
NZDUSD,D1,ZScoreMRStrategy,mr,21,47.62,2.85,4.07,1.26,1.81,15.08,43.97
